Code,RIC,Ticker,Short_Name,ID_SEDOL1,ID_ISIN,ID_BB_UNIQUE,ID_BB_GLOBAL,Connect
2818,002818.ZK,002818 C2 Equity,CHENGDU FUSEN -A,BD6V5B3,CNE100002BW3,EQ0000000057706949,BBG00H1L80X9,1
2819,002819.ZK,002819 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2820,002820.ZK,002820 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2821,002821.ZK,002821 C2 Equity,ASYMCHEM LABOR-A,BD6V5C4,CNE100002BZ6,EQ0000000057706955,BBG00H1L81R4,1
2822,002822.ZK,002822 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2823,002823.ZK,002823 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2824,002824.ZK,002824 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2825,002825.ZK,002825 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2826,002826.ZK,002826 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2827,002827.ZK,002827 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2828,002828.ZK,002828 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2829,002829.ZK,002829 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2830,002830.ZK,002830 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2831,002831.ZK,002831 C2 Equity,SHENZHEN YUTO -A,BD6QWS4,CNE100002H00,EQ0000000057706961,BBG00H1L82F5,1
2832,002832.ZK,002832 C2 Equity,BIEM.L.FDLKK G-A,BHQPRS4,CNE100002C70,EQ0000000070817126,BBG00MYKW3Z9,1
2833,002833.ZK,002833 C2 Equity,GUANGZHOU KDT -A,BD6QW51,CNE100002C88,EQ0000000057706967,BBG00H1L82T0,1
2835,002835.ZK,002835 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2836,002836.ZK,002836 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2837,002837.ZK,002837 C2 Equity,SHENZHEN ENVIC-A,BMVB2B0,CNE100002CC3,EQ0000000085290960,BBG00VC7ZRK2,1
2838,002838.ZK,002838 C2 Equity,SHANDONG DAWN-A,BMVB2J8,CNE100002CD1,EQ0000000085291530,BBG00VC814C7,1
2839,002839.ZK,002839 C2 Equity,JIANGSU ZHANGJ-A,BFCCQK0,CNE100002K54,EQ0000000061749084,BBG00JMZYD73,1
2840,002840.ZK,002840 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2841,002841.ZK,002841 C2 Equity,GUANGZHOU SHIY-A,BFCCR41,CNE100002K47,EQ0000000061749090,BBG00JMZYF41,1
2842,002842.ZK,002842 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2843,002843.ZK,002843 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2845,002845.ZK,002845 C2 Equity,SHENZHEN TXD T-A,BFCCQL1,CNE100002K13,EQ0000000061749096,BBG00JMZYFY8,1
2846,002846.ZK,002846 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2847,002847.ZK,002847 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2848,002848.ZK,002848 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2849,002849.ZK,002849 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2850,002850.ZK,002850 C2 Equity,SHENZHEN KEDAL-A,BFCCQM2,CNE100002JW6,EQ0000000061749108,BBG00JMZYGF7,1
2851,002851.ZK,002851 C2 Equity,SHENZHEN MEGME-A,BHQPRT5,CNE100002JV8,EQ0000000070817132,BBG00MYKW469,1
2852,002852.ZK,002852 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2853,002853.ZK,002853 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2855,002855.ZK,002855 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2856,002856.ZK,002856 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2857,002857.ZK,002857 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2858,002858.ZK,002858 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2859,002859.ZK,002859 C2 Equity,ZHEJIANG JIEME-A,BFCCQN3,CNE100002JM7,EQ0000000061749114,BBG00JMZYGW8,1
2860,002860.ZK,002860 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2861,002861.ZK,002861 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2862,002862.ZK,002862 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2863,002863.ZK,002863 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2864,002864.ZK,002864 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2865,002865.ZK,002865 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2866,002866.ZK,002866 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2867,002867.ZK,002867 C2 Equity,CHOW TAI SENG -A,BFCCQP5,CNE100002QJ8,EQ0000000061749126,BBG00JMZYHJ1,1
2868,002868.ZK,002868 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2869,002869.ZK,002869 C2 Equity,SHENZHEN GENVI-A,BMTCVW9,CNE100002QG4,EQ0000000085291535,BBG00VC814P3,1
2870,002870.ZK,002870 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2871,002871.ZK,002871 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2872,002872.ZK,002872 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2873,002873.ZK,002873 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2875,002875.ZK,002875 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2876,002876.ZK,002876 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2877,002877.ZK,002877 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2878,002878.ZK,002878 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2879,002879.ZK,002879 C2 Equity,CHANG LAN ELEC-A,BFY8GL7,CNE100002Q66,EQ0000000066086732,BBG00LBJBXR5,1
2880,002880.ZK,002880 C2 Equity,SHENZHEN WEIGU-A,BMTCVX0,CNE100002Q58,EQ0000000085291540,BBG00VC815H9,1
2881,002881.ZK,002881 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2882,002882.ZK,002882 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2883,002883.ZK,002883 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2884,002884.ZK,002884 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2885,002885.ZK,002885 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2886,002886.ZK,002886 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2887,002887.ZK,002887 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2888,002888.ZK,002888 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2889,002889.ZK,002889 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2890,002890.ZK,002890 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2891,002891.ZK,002891 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2892,002892.ZK,002892 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2893,002893.ZK,002893 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2895,002895.ZK,002895 C2 Equity,GUIZHOU CHANHE-A,BFY8GM8,CNE1000032P1,EQ0000000066086744,BBG00LBJBXX8,1
2896,002896.ZK,002896 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2897,002897.ZK,002897 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2898,002898.ZK,002898 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2899,002899.ZK,002899 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2900,002900.ZK,002900 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2901,002901.ZK,002901 C2 Equity,DOUBLE MEDICAL-A,BFY8GN9,CNE1000032W7,EQ0000000066086768,BBG00LBJBYK0,1
2902,002902.ZK,002902 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2903,002903.ZK,002903 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2905,002905.ZK,002905 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2906,002906.ZK,002906 C2 Equity,FORYOU CORP,BFY8GP1,CNE100003670,EQ0000000066086780,BBG00LBJBZ09,1
2907,002907.ZK,002907 C2 Equity,CHONGQING PHAR-A,BFY8GQ2,CNE100003308,EQ0000000066086792,BBG00LBJBZ90,1
2908,002908.ZK,002908 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2909,002909.ZK,002909 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2910,002910.ZK,002910 C2 Equity,LANZHOU ZHUANG-A,BF17ZX2,CNE100002R16,EQ0000000060488499,BBG00J3VFWT8,1
2911,002911.ZK,002911 C2 Equity,FORAN ENERGY G-A,BFY8GR3,CNE100003332,EQ0000000066086810,BBG00LBJC5Z6,1
2912,002912.ZK,002912 C2 Equity,SHENZHEN SINOV-A,BFY8GS4,CNE100003340,EQ0000000066086822,BBG00LBJC6Y5,1
2913,002913.ZK,002913 C2 Equity,AOSHIKANG TECH-A,BFY8GT5,CNE100003357,EQ0000000066086834,BBG00LBJC7R1,1
2915,002915.ZK,002915 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2916,002916.ZK,002916 C2 Equity,SHENNAN CIRCUI-A,BFY8GV7,CNE100003373,EQ0000000066086864,BBG00LBJC899,1
2917,002917.ZK,002917 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2918,002918.ZK,002918 C2 Equity,MONALISA GROUP-A,BFY8GW8,CNE100003399,EQ0000000066086492,BBG00LBJBST4,1
2919,002919.ZK,002919 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2920,002920.ZK,002920 C2 Equity,HUIZHOU DESAY -A,BFY8GX9,CNE1000033C7,EQ0000000066086504,BBG00LBJBT03,1
2921,002921.ZK,002921 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2922,002922.ZK,002922 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2923,002923.ZK,002923 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2925,002925.ZK,002925 C2 Equity,XIAMEN INTRETE-A,BDC41P2,CNE1000033H6,EQ0000000070817138,BBG00MYKW4G8,1
2926,002926.ZK,002926 C2 Equity,HUAXI SECURITI-A,BHQPRV7,CNE1000033J2,EQ0000000070817156,BBG00MYKW4W0,1
2927,002927.ZK,002927 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2928,002928.ZK,002928 C2 Equity,CHINA EXPRESS -A,BHQPRW8,CNE1000033L8,EQ0000000070817162,BBG00MYKW539,1
2929,002929.ZK,002929 C2 Equity,RUNJIAN CO - A,BHQPRX9,CNE1000033M6,EQ0000000070817168,BBG00MYKW566,1
2930,002930.ZK,002930 C2 Equity,GUANGDONG GREA-A,BHQPRY0,CNE1000033N4,EQ0000000070817174,BBG00MYKW593,1
2931,002931.ZK,002931 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2932,002932.ZK,002932 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2933,002933.ZK,002933 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2935,002935.ZK,002935 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2936,002936.ZK,002936 C2 Equity,BANK OF ZHENGZ-A,BGRDXR1,CNE1000036Q0,EQ0000000068609625,BBG00M5BYC61,1
2937,002937.ZK,002937 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2938,002938.ZK,002938 C2 Equity,AVARY HOLDING -A,BKDQ800,CNE100003GF5,EQ0000000076006249,BBG00PF5DW92,1
2939,002939.ZK,002939 C2 Equity,CHINA GREAT WA-A,BKDQ811,CNE100003GD0,EQ0000000076006255,BBG00PF5DWM7,1
2940,002940.ZK,002940 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2941,002941.ZK,002941 C2 Equity,XINJIANG COMMU-A,BK4XY80,CNE100003FM3,EQ0000000080648778,BBG00R2FQQM4,1
2942,002942.ZK,002942 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2943,002943.ZK,002943 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2945,002945.ZK,002945 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2946,002946.ZK,002946 C2 Equity,NEW HOPE DAIRY-A,BK4XY68,CNE100003JJ1,EQ0000000080648784,BBG00R2FQQR9,1
2947,002947.ZK,002947 C2 Equity,SUZHOU HENGMIN-A,BMTCWF9,CNE100003JK9,EQ0000000085291665,BBG00VC81LN7,1
2948,002948.ZK,002948 C2 Equity,BANK OF QINGDA-A,BHZM366,CNE100003K38,EQ0000000071435339,BBG00N2YMB67,1
2949,002949.ZK,002949 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2950,002950.ZK,002950 C2 Equity,ALLMED MEDICAL-A,BK4XY24,CNE100003JM5,EQ0000000080648790,BBG00R2FQQZ0,1
2951,002951.ZK,002951 C2 Equity,SICHUAN JINSHI-A,BK4XYH9,CNE100003JN3,EQ0000000080648796,BBG00R2FQR60,1
2952,002952.ZK,002952 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2953,002953.ZK,002953 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2955,002955.ZK,002955 C2 Equity,HITEVISION CO -A,BK71FP5,CNE100003Q16,EQ0000000085290965,BBG00VC7ZV41,1
2956,002956.ZK,002956 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2957,002957.ZK,002957 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2958,002958.ZK,002958 C2 Equity,QINGDAO RURAL -A,BK4XYB3,CNE100003JQ6,EQ0000000080648808,BBG00R2FQRH8,1
2959,002959.ZK,002959 C2 Equity,BEAR ELECTRIC -A,BK717C6,CNE100003N27,EQ0000000085290970,BBG00VC7ZVR6,1
2960,002960.ZK,002960 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2961,002961.ZK,002961 C2 Equity,RUIDA FUTURES -A,BK717N7,CNE100003NF1,EQ0000000085290980,BBG00VC7ZX10,1
2962,002962.ZK,002962 C2 Equity,HUBEI W-OLF PH-A,BK717L5,CNE100003ND6,EQ0000000085290995,BBG00VC7ZXW6,1
2963,002963.ZK,002963 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2965,002965.ZK,002965 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2966,002966.ZK,002966 C2 Equity,BANK OF SUZHOU-A,BK71760,CNE100003LQ2,EQ0000000085291215,BBG00VC807C1,1
2967,002967.ZK,002967 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2968,002968.ZK,002968 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2969,002969.ZK,002969 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2970,002970.ZK,002970 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2971,002971.ZK,002971 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2972,002972.ZK,002972 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2973,002973.ZK,002973 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2975,002975.ZK,002975 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2976,002976.ZK,002976 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2977,002977.ZK,002977 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2978,002978.ZK,002978 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2979,002979.ZK,002979 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2980,002980.ZK,002980 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2981,002981.ZK,002981 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2982,002982.ZK,002982 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2983,002983.ZK,002983 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2985,002985.ZK,002985 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2986,002986.ZK,002986 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2987,002987.ZK,002987 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2988,002988.ZK,002988 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2989,002989.ZK,002989 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
2990,002990.ZK,002990 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
3816,003816.ZK,003816 C2 Equity,CGN POWER CO L-A,BKT6GZ5,CNE100003N43,EQ0000000078220813,BBG00Q3V4J95,1
300001,300001.ZK,300001 C2 Equity,QINGDAO TGOOD-A,BD5CGV4,CNE100000H69,EQ0000000052357548,BBG00F138PD0,1
300002,300002.ZK,300002 C2 Equity,BEIJING ULTRA-A,BD5CLJ7,CNE100000H51,EQ0000000052357554,BBG00F138PG7,1
300003,300003.ZK,300003 C2 Equity,LEPU MEDICAL-A,BD5CM16,CNE100000H44,EQ0000000052357560,BBG00F138PZ6,1
300004,300004.ZK,300004 C2 Equity,NANFENG VENT-A,BD5M108,CNE100000H36,EQ0000000052357566,BBG00F138Q20,1
300005,300005.ZK,300005 C2 Equity,TOREAD HOLDING-A,BD5C9R1,CNE100000H28,EQ0000000052357572,BBG00F138Q48,1
300006,300006.ZK,300006 C2 Equity,CHONGQING LUMM-A,BD5LTH8,CNE100000H10,EQ0000000052357578,BBG00F138Q66,1
300007,300007.ZK,300007 C2 Equity,HANWEI ELECT-A,BD5LVR2,CNE100000H02,EQ0000000052357584,BBG00F138QT1,1
300008,300008.ZK,300008 C2 Equity,BESTWAY MARINE-A,BD6QW62,CNE100000GZ9,EQ0000000057707147,BBG00H1LL6F1,1
300009,300009.ZK,300009 C2 Equity,ANHUI ANKE BIO-A,BD5C829,CNE100000GY2,EQ0000000052357590,BBG00F138QW7,1
300010,300010.ZK,300010 C2 Equity,BEIJING LANXUM-A,BD5CFT5,CNE100000GX4,EQ0000000052357596,BBG00F138QY5,1
300011,300011.ZK,300011 C2 Equity,BEIJING DING-A,BD5CD91,CNE100000GW6,EQ0000000052357602,BBG00F138R19,1
300012,300012.ZK,300012 C2 Equity,CENTRE TESTING-A,BD5C7D3,CNE100000GV8,EQ0000000052357608,BBG00F138RK8,1
300013,300013.ZK,300013 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
300014,300014.ZK,300014 C2 Equity,EVE ENERGY-A,BD5C7G6,CNE100000GS4,EQ0000000052357614,BBG00F138RN5,1
300015,300015.ZK,300015 C2 Equity,AIER EYE HSPTL-A,BD5CLQ4,CNE100000GR6,EQ0000000052357620,BBG00F138RQ2,1
300016,300016.ZK,300016 C2 Equity,BEIJING BEILU-A,BD5LY62,CNE000001QK9,EQ0000000052357626,BBG00F138RS0,1
300017,300017.ZK,300017 C2 Equity,WANGSU SCIENCE-A,BD5CN24,CNE100000GQ8,EQ0000000052357632,BBG00F138SD4,1
300018,300018.ZK,300018 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
300019,300019.ZK,300019 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
300020,300020.ZK,300020 C2 Equity,ENJOYOR CO LTD-A,BD5CB31,CNE100000GM7,EQ0000000052357638,BBG00F138SH0,1
300021,300021.ZK,300021 C2 Equity,GANSU DAYU WAT-A,BFCCQQ6,CNE100000GL9,EQ0000000061749132,BBG00JMZYJC4,1
300022,300022.ZK,300022 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
300023,300023.ZK,300023 C2 Equity,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,1
300024,300024.ZK,300024 C2 Equity,SIASUN ROBOT-A,BD5CNQ8,CNE100000GH7,EQ0000000052357644,BBG00F138SL5,1
