Trading Name,Client Account Name,Client Account Number,Swap Ref,Issue Type ,Stock Description,Ric,Sedol,Open/Unwind,Buy/Sell,Listing Ccy,Swap Ccy,Trade Date,Settlement Date,Stock Quantity,Price (Gross) Listing Ccy,Price (Gross) Swap Ccy,FX Rate,Commission Charge,Commission Charge Basis,Market Equivalent Charges,Market Equivalent Charges Basis,Price (Net) Listing Ccy,Price (Net) Swap Ccy,Net Notional in Listing Ccy,Net Notional in Swap Ccy,Lead Spread,Swap Shell Financing Basis,Swap Shell Financing Basis Period,Swap Shell Financing Basis CCY,Swap Shell Maturtiy Date,Give In,Comment
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANDONG HI-SPEED COMPANY LIMITED,600350.SH,BP3R745,Open,Sell,CNY,USD,7/13/2020,7/15/2020,176600,6.37526917,0.91100001,6.9981,2,BPS,11.09,BPS,6.36692586,0.90980778,"1,124,399.11","160,672.05",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANDONG PUBLISH,601019.SH,BFYQHB8,Open,Sell,CNY,USD,7/13/2020,7/15/2020,52000,6.9820044,0.9977,6.9981,2,BPS,11.09,BPS,6.9728671,0.9963943,"362,589.09","51,812.50",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI AJ GROUP CO LTD,600643.SH,BP3R8T7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,21200,9.5146175,1.3596001,6.9981,2,BPS,11.09,BPS,9.5021657,1.3578208,"201,445.91","28,785.80",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI BAOSIGHT SOFTWARE-A,600845.SH,BP3RCN9,Open,Sell,CNY,USD,7/13/2020,7/15/2020,16900,71.9789576,10.2855,6.9981,2,BPS,11.09,BPS,71.8847587,10.2720394,"1,214,852.42","173,597.47",-245,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI ELEC,600021.SH,BP3R9L6,Open,Sell,CNY,USD,7/13/2020,7/15/2020,66000,8.0457149,1.1496999,6.9981,2,BPS,11.09,BPS,8.0351855,1.1481953,"530,322.24","75,780.89",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI ENVIRONMENT GROUP-A,601200.SH,BF2X0W3,Open,Sell,CNY,USD,7/13/2020,7/15/2020,20600,13.121438,1.875,6.9981,2,BPS,11.09,BPS,13.104266,1.872546,"269,947.88","38,574.45",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI FENGYUZHU CULTURE AND,603466.SH,BHL0YB6,Open,Sell,CNY,USD,7/13/2020,7/15/2020,67400,21.1832487,3.027,6.9981,2,BPS,11.09,BPS,21.1555262,3.0230386,"1,425,882.47","203,752.80",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI FLYCO,603868.SH,BYV1VP1,Open,Sell,CNY,USD,7/13/2020,7/15/2020,4400,58.963898,8.425701,6.9981,2,BPS,11.09,BPS,58.886732,8.414674,"259,101.62","37,024.57",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI JINLING,600621.SH,BTFRHF2,Open,Sell,CNY,USD,7/13/2020,7/15/2020,6700,24.6,3.5152,6.9981,2,BPS,11.09,BPS,24.5678,3.5106,"164,604.26","23,521.02",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI ORIENTAL PEARL MEDIA CO LT,600637.SH,BP3R3X6,Open,Sell,CNY,USD,7/13/2020,7/15/2020,93400,10.7777738,1.5401,6.9981,2,BPS,11.09,BPS,10.7636689,1.5380845,"1,005,326.68","143,657.09",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI PHARMA CO LTD,601607.SH,BP3R4Z5,Open,Sell,CNY,USD,7/13/2020,7/15/2020,47400,19.9949706,2.8571999,6.9981,2,BPS,11.09,BPS,19.9688032,2.8534607,"946,521.27","135,254.04",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGHAI YAOJI TECHNOLOGY CO L,002605.ZK,BD5LX32,Open,Sell,CNY,USD,7/13/2020,7/15/2020,2300,42.799687,6.115901,6.9981,2,BPS,11.09,BPS,42.743675,6.107897,"98,310.45","14,048.16",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGJI AUTO,603185.SH,BK94808,Open,Sell,CNY,USD,7/13/2020,7/15/2020,18400,57.5075873,8.2176001,6.9981,2,BPS,11.09,BPS,57.4323271,8.2068457,"1,056,754.82","151,005.96",-845,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHANGLING ELEC,600835.SH,BP3R7Q7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,4600,17.44696,2.4931,6.9981,2,BPS,11.09,BPS,17.42413,2.48984,"80,151.00","11,453.26",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENGYI COPPER,600183.SH,BP3RC39,Open,Sell,CNY,USD,7/13/2020,7/15/2020,4400,33.350152,4.765601,6.9981,2,BPS,11.09,BPS,33.306507,4.759364,"146,548.63","20,941.20",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENYANG AIRCRAF,600760.SH,BF2DZ39,Open,Sell,CNY,USD,7/13/2020,7/15/2020,6700,54.07082,7.7265,6.9981,2,BPS,11.09,BPS,54.00006,7.71639,"361,800.40","51,699.81",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN AGRIC,000061.ZK,BD5CLC0,Open,Sell,CNY,USD,7/13/2020,7/15/2020,89700,8.6384546,1.2344,6.9981,2,BPS,11.09,BPS,8.6271495,1.2327845,"773,855.31","110,580.77",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN AISIDI,002416.ZK,BD5CF95,Open,Sell,CNY,USD,7/13/2020,7/15/2020,86600,8.7462247,1.2497999,6.9981,2,BPS,11.09,BPS,8.7347785,1.2481643,"756,431.82","108,091.03",-645,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN CENTER POWER TECH-A,002733.ZK,BL4P427,Open,Sell,CNY,USD,7/13/2020,7/15/2020,12300,23.557004,3.3662,6.9981,2,BPS,11.09,BPS,23.526175,3.361795,"289,371.95","41,350.08",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN MTC,002429.ZK,BD5CFV7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,43200,6.7398694,0.9630999,6.9981,2,BPS,11.09,BPS,6.7310489,0.9618395,"290,781.31","41,551.47",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN SUNWAY,300136.ZK,BD5CCF0,Open,Sell,CNY,USD,7/13/2020,7/15/2020,38100,59.2984004,8.4735,6.9981,2,BPS,11.09,BPS,59.2207966,8.4624107,"2,256,312.35","322,417.85",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHENZHEN YUTO PACKAGING TE-A,002831.ZK,BD6QWS4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,14680,30.928103,4.4195,6.9981,2,BPS,11.09,BPS,30.887627,4.413716,"453,430.36","64,793.35",-245,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHIJI INFO TECH,002153.ZK,BD5CMX8,Open,Sell,CNY,USD,7/13/2020,7/15/2020,14200,41.610703,5.946,6.9981,2,BPS,11.09,BPS,41.556247,5.938218,"590,098.71","84,322.70",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHUNWANG TECH,300113.ZK,BD5CGH0,Open,Sell,CNY,USD,7/13/2020,7/15/2020,63900,28.313613,4.0459,6.9981,2,BPS,11.09,BPS,28.276559,4.040605,"1,806,872.12","258,194.66",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SHZHEN ENVICOOL,002837.ZK,BMVB2B0,Open,Sell,CNY,USD,7/13/2020,7/15/2020,2500,34.080061,4.869902,6.9981,2,BPS,11.09,BPS,34.03546,4.863529,"85,088.65","12,158.82",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SICHUAN CHUANTOU ENERGY CO-A,600674.SH,BP3R4Y4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,97900,9.8848156,1.4124999,6.9981,2,BPS,11.09,BPS,9.8718793,1.4106514,"966,456.98","138,102.77",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SIEYUAN ELECTRIC,002028.ZK,BD5C7M2,Open,Sell,CNY,USD,7/13/2020,7/15/2020,15200,24.7998668,3.5438,6.9981,2,BPS,11.09,BPS,24.7674112,3.5391622,"376,464.65","53,795.27",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINNET TECH,300383.ZK,BD5CJ48,Open,Sell,CNY,USD,7/13/2020,7/15/2020,97600,30.6033911,4.3731,6.9981,2,BPS,11.09,BPS,30.5633404,4.3673769,"2,982,982.02","426,255.99",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINO PLATINUM,600459.SH,BP3RJF0,Open,Sell,CNY,USD,7/13/2020,7/15/2020,5800,31.623714,4.5189,6.9981,2,BPS,11.09,BPS,31.582328,4.512986,"183,177.50","26,175.32",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOCARE,300298.ZK,BD5LWM4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,3483,35.522356,5.076,6.9981,2,BPS,11.09,BPS,35.475868,5.069357,"123,562.45","17,656.57",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOCERA MATERIA,300285.ZK,BD760X4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,3700,37.222887,5.318999,6.9981,2,BPS,11.09,BPS,37.174173,5.312038,"137,544.44","19,654.54",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOCHEM INT,600500.SH,BP3R7D4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,79300,5.8826029,0.8406,6.9981,2,BPS,11.09,BPS,5.8749043,0.8394999,"465,879.91","66,572.34",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOFIBERS,300777.ZK,BK4XY91,Open,Sell,CNY,USD,7/13/2020,7/15/2020,17300,45.028575,6.4344,6.9981,2,BPS,11.09,BPS,44.969646,6.425979,"777,974.88","111,169.44",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOMA SCIENCE,002080.ZK,BD5LVM7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,65600,18.323825,2.6184,6.9981,2,BPS,11.09,BPS,18.2998446,2.6149733,"1,200,469.81","171,542.25",-645,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SINOTEX,600061.SH,BYYFJ78,Open,Sell,CNY,USD,7/13/2020,7/15/2020,77700,16.9382012,2.4204,6.9981,2,BPS,11.09,BPS,16.9160342,2.4172324,"1,314,375.86","187,818.96",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SOUTH NEW MEDIA,300770.ZK,BK4XYK2,Open,Sell,CNY,USD,7/13/2020,7/15/2020,6600,131.556589,18.798901,6.9981,2,BPS,11.09,BPS,131.384421,18.774299,"867,137.18","123,910.37",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SOUTHWEST SECURITIES CO LTD,600369.SH,BP3R4S8,Open,Sell,CNY,USD,7/13/2020,7/15/2020,197200,5.9693793,0.853,6.9981,2,BPS,11.09,BPS,5.96156717,0.85188368,"1,175,621.05","167,991.46",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SPACE APPLIANCE,002025.ZK,BD5C7T9,Open,Sell,CNY,USD,7/13/2020,7/15/2020,10300,39.89407,5.7007,6.9981,2,BPS,11.09,BPS,39.84186,5.69324,"410,371.16","58,640.37",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNLINE TECH,300348.ZK,BD5LYP1,Open,Sell,CNY,USD,7/13/2020,7/15/2020,60300,23.5458073,3.3646,6.9981,2,BPS,11.09,BPS,23.5149929,3.3601967,"1,417,954.07","202,619.86",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNRESIN MATERIA,300487.ZK,BHQPSB4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,36500,37.5644026,5.3678002,6.9981,2,BPS,11.09,BPS,37.5152421,5.3607754,"1,369,306.34","195,668.30",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUNWODA ELECTRON,300207.ZK,BD5CCV6,Open,Sell,CNY,USD,7/13/2020,7/15/2020,2600,23.489794,3.356596,6.9981,2,BPS,11.09,BPS,23.459053,3.352203,"60,993.54","8,715.73",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SUPERMAP SOFT,300036.ZK,BD5LQS8,Open,Sell,CNY,USD,7/13/2020,7/15/2020,21400,28.614531,4.0889,6.9981,2,BPS,11.09,BPS,28.577083,4.083549,"611,549.58","87,387.95",-795,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SZ AIRPORT,000089.ZK,BD5CDP7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,55693,10.2501178,1.4647001,6.9981,2,BPS,11.09,BPS,10.2367035,1.4627832,"570,112.73","81,466.78",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SZ HUAQIANG,000062.ZK,BD5CK12,Open,Sell,CNY,USD,7/13/2020,7/15/2020,3000,18.75981,2.6807,6.9981,2,BPS,11.09,BPS,18.73526,2.67719,"56,205.78","8,031.57",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: SZ INFOTECH,300085.ZK,BD5CL97,Open,Sell,CNY,USD,7/13/2020,7/15/2020,8600,28.159655,4.0239,6.9981,2,BPS,11.09,BPS,28.122802,4.018634,"241,856.10","34,560.25",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TAIJI COMPUTER,002368.ZK,BD5CJL5,Open,Sell,CNY,USD,7/13/2020,7/15/2020,62400,36.0493125,5.1513,6.9981,2,BPS,11.09,BPS,36.0021348,5.1445585,"2,246,533.21","321,020.45",-845,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TANGRENSHEN GRP,002567.ZK,BD73MD9,Open,Sell,CNY,USD,7/13/2020,7/15/2020,79700,11.0479,1.5787,6.9981,2,BPS,11.09,BPS,11.033442,1.576634,"879,365.33","125,657.73",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TELLUS,000025.ZK,BD6QTM7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,9600,24.89994,3.5581,6.9981,2,BPS,11.09,BPS,24.867353,3.553444,"238,726.59","34,113.06",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TEWAY,603317.SH,BK4XS33,Open,Sell,CNY,USD,7/13/2020,7/15/2020,58445,60.9338549,8.7071998,6.9981,2,BPS,11.09,BPS,60.8541108,8.6958047,"3,556,618.51","508,226.31",-345,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: THR CIRCLE ORD A,300408.ZK,BD5CLT7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,35200,28.9308459,4.1341001,6.9981,2,BPS,11.09,BPS,28.8929841,4.1286898,"1,017,033.04","145,329.88",-595,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TIANCHENG,600392.SH,BFYQHK7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,91,8.5104,1.2161,6.9981,2,BPS,11.09,BPS,8.4993,1.2145,773.44,110.52,-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TIANFENG,601162.SH,BK94886,Open,Sell,CNY,USD,7/13/2020,7/15/2020,48700,8.0597118,1.1517,6.9981,2,BPS,11.09,BPS,8.0491641,1.1501928,"391,994.29","56,014.39",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TIANSHAN CEMEN,000877.ZK,BD5LV72,Open,Sell,CNY,USD,7/13/2020,7/15/2020,9200,17.292998,2.471099,6.9981,2,BPS,11.09,BPS,17.270367,2.467865,"158,887.38","22,704.36",-845,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TIANTAN BIOLOGIC,600161.SH,BP3R9J4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,66000,46.463185,6.6394,6.9981,2,BPS,11.09,BPS,46.402379,6.630711,"3,062,557.01","437,626.93",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TIBET CHEEZHENG,002287.ZK,BD5M1D1,Open,Sell,CNY,USD,7/13/2020,7/15/2020,19886,23.2029004,3.3156,6.9981,2,BPS,11.09,BPS,23.1725348,3.3112609,"460,809.03","65,847.73",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TINCI MATERIALS,002709.ZK,BD5LR63,Open,Sell,CNY,USD,7/13/2020,7/15/2020,70000,43.5484765,6.2229,6.9981,2,BPS,11.09,BPS,43.4914846,6.2147561,"3,044,403.92","435,032.93",-645,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TJ CHASE SUN,300026.ZK,BD5CGM5,Open,Sell,CNY,USD,7/13/2020,7/15/2020,3000,6.10024,0.8717,6.9981,2,BPS,11.09,BPS,6.09226,0.87056,"18,276.78","2,611.68",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TOLY BREAD CO LTD-A,603866.SH,BYYFJT0,Open,Sell,CNY,USD,7/13/2020,7/15/2020,54600,55.82594,7.9773,6.9981,2,BPS,11.09,BPS,55.75288,7.96686,"3,044,107.25","434,990.56",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TONGYU COMMUN,002792.ZK,BD73MT5,Open,Sell,CNY,USD,7/13/2020,7/15/2020,7900,27.354873,3.9089,6.9981,2,BPS,11.09,BPS,27.319074,3.903784,"215,820.68","30,839.89",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TOPCHOICE MEDICAL A,600763.SH,BYYFJH8,Open,Sell,CNY,USD,7/13/2020,7/15/2020,11028,160.10113,22.8778,6.9981,2,BPS,11.09,BPS,159.89161,22.84786,"1,763,284.68","251,966.20",-845,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TOPSTAR,300607.ZK,BHQPSL4,Open,Sell,CNY,USD,7/13/2020,7/15/2020,1500,48.9902,7.0005,6.9981,2,BPS,11.09,BPS,48.92609,6.99134,"73,389.14","10,487.01",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TORCH ELECTRON,603678.SH,BMTCXF6,Open,Sell,CNY,USD,7/13/2020,7/15/2020,100,34.02,4.8613,6.9981,2,BPS,11.09,BPS,33.9755,4.8549,"3,397.55",485.49,-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: TRONLY MATERIALS,300429.ZK,BHQPS69,Open,Sell,CNY,USD,7/13/2020,7/15/2020,3530,21.360301,3.0523,6.9981,2,BPS,11.09,BPS,21.332347,3.048305,"75,303.18","10,760.52",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: VALIANT,002643.ZK,BD5LYV7,Open,Sell,CNY,USD,7/13/2020,7/15/2020,61100,19.2139834,2.7456,6.9981,2,BPS,11.09,BPS,19.1888381,2.7420068,"1,172,438.01","167,536.62",-890,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: VANJEE TECH,300552.ZK,BMTCVS5,Open,Sell,CNY,USD,7/13/2020,7/15/2020,1347,55.410256,7.9179,6.9981,2,BPS,11.09,BPS,55.337741,7.907538,"74,539.94","10,651.45",-1000,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: VATS LIQUOR,300755.ZK,BL61WB8,Open,Sell,CNY,USD,7/13/2020,7/15/2020,5600,36.113702,5.160501,6.9981,2,BPS,11.09,BPS,36.06644,5.153747,"201,972.06","28,860.98",-985,FEDEF,1d,USD,3/10/2022,No,
SHANGHAI MINGSHI INVESTMENT,MINGSHI CHINA OPTIMA MASTER FUND,061788JH9,QRUV3,STOCK,NB: WALVAX BIO,300142.ZK,BD5CG36,Open,Sell,CNY,USD,7/13/2020,7/15/2020,51751,58.6622731,8.3826,6.9981,2,BPS,11.09,BPS,58.5855018,8.3716297,"3,031,858.30","433,240.21",-845,FEDEF,1d,USD,3/10/2022,No,
